19
805 963
284 818 -549
852 373 -576
208 193 -205
109 885 654
487 602 147
521 17 -128
700 79 -968
469 388 -461
345 31 -845
265 556 97
389 522 -591
258 457 -606
13 228 840
646 22 354
537 340 918
363 114 950
764 503 -717
779 715 -485
277 243 -701
63 348 -433
773 433 231
856 632 193
780 209 737
804 536 994
429 22 -289
38 827 398
333 457 -749
220 286 76
580 113 751
894 816 952
770 300 454
253 626 -670
75 831 134
535 183 419
284 883 328
553 790 -618
159 874 -777
688 31 -793
697 255 -364
855 280 517
336 522 -123
4 657 -129
180 628 -899
769 228 669
725 391 862
511 677 119
1 418 284
32 76 232
345 271 -154
79 904 -821
583 671 -481
337 141 -768
393 212 -635
208 492 -247
140 508 289
37 604 402
194 150 65
498 470 67
169 727 22
736 480 558
811 868 -900
484 230 -98
845 557 797
382 454 -945
358 804 -516
246 632 -962
546 803 849
882 763 573
241 827 -200
509 665 -832
897 860 469
453 278 -783
606 504 -316
3 871 631
109 802 270
880 31 335
546 34 658
922 114 825
26 674 -734
549 740 -551
70 192 394
878 186 143
76 158 152
901 268 548
447 761 -377
459 371 712
76 475 956
231 504 -427
792 196 827
344 336 954
481 882 202
903 388 -849
893 528 -496
70 436 76
178 592 -567
596 767 -867
868 269 -596
561 563 413
447 888 -494
904 235 -807
617 388 -311
451 808 771
334 90 -379
649 139 759
288 138 178
623 454 -381
45 814 104
63 304 -108
785 527 -278
36 599 -590
891 19 -515
186 247 -859
580 751 755
238 534 -387
526 834 -125
474 342 -260
756 281 -952
93 559 -12
281 807 314
268 889 -413
261 453 -674
557 415 -694
650 570 103
103 43 -776
539 345 -369
508 839 715
210 135 -896
109 680 -519
290 861 -497
793 625 954
871 391 123
736 118 -41
207 115 608
343 281 447
864 757 -954
83 646 11
649 478 -376
881 656 -975
74 649 320
561 310 268
918 921 -67
583 14 -772
415 607 309
832 428 -197
610 537 -341
779 344 -972
312 427 961
70 356 -97
456 266 -599
47 488 -469
752 493 -488
708 650 71
745 838 444
317 641 886
667 664 802
596 215 146
769 286 -550
155 65 -684
877 729 381
105 580 409
393 886 -702
603 528 492
351 259 191
749 842 659
774 516 -125
146 524 -35
12 749 -118
810 778 -781
320 133 -333
173 778 482
714 506 880
583 52 673
374 690 471
617 638 461
652 782 602
747 30 227
855 599 -886
372 576 512
257 867 602
762 386 -28
553 346 452
804 530 134
526 478 -429
500 298 850
904 683 -52
38 907 -844
744 723 363
641 555 -747
295 667 804
859 335 -86
910 698 -797
634 849 925
192 513 920
107 738 -771
413 447 817
828 373 313
804 477 114
233 810 981
645 682 -781
64 411 321
735 601 -429
511 687 228
261 828 97
797 667 586
783 544 276
327 334 230
167 47 -245
67 18 -433
732 274 -289
647 807 -341
182 457 -277
637 308 -627
344 132 789
717 165 -552
87 627 690
456 479 -24
852 550 970
653 652 464
798 693 595
871 307 -502
265 766 -716
531 415 953
16 63 189
41 37 -292
483 671 -326
668 584 -250
417 779 -2
547 365 -108
269 648 -560
303 474 -203
751 577 -781
846 273 -459
774 678 -816
874 550 372
268 393 -506
888 750 751
16 590 -438
206 99 942
912 561 173
104 463 -158
374 234 -884
475 55 252
171 644 986
631 309 231
611 794 -12
811 27 134
621 344 -895
920 387 -777
42 870 556
364 302 -245
872 725 -884
630 5 -549
411 555 876
12 390 66
514 864 132
819 418 197
744 96 888
855 328 394
311 271 -188
18 169 -257
8 778 -136
833 847 923
24 418 814
114 466 246
43 467 43
246 783 957
545 579 375
285 214 227
558 850 -907
759 215 -558
562 675 316
502 510 751
761 329 867
381 830 -207
558 882 489
317 185 -447
795 258 233
325 412 -971
476 45 -755
472 203 792
837 591 -322
89 637 819
854 803 -492
728 847 -188
230 324 37
570 208 795
639 34 962
176 201 -773
890 244 -767
3 533 -444
775 299 193
267 26 -210
642 280 -394
146 243 726
888 291 -35
17 288 190
225 539 -795
237 917 648
899 405 -813
714 913 -691
596 898 796
295 244 -849
134 920 -33
811 361 -619
566 791 -947
217 71 213
306 200 -712
417 76 -126
586 840 -684
524 381 256
141 703 680
443 671 137
791 458 941
444 508 427
290 333 -235
36 646 978
890 244 -658
559 865 821
414 389 466
156 289 -937
751 54 -78
426 214 3
690 581 -890
202 281 847
877 744 558
915 914 180
236 712 775
18 406 140
509 718 514
691 342 -977
581 491 366
471 832 527
12 218 -179
797 779 78
31 737 -521
598 244 -730
258 97 -348
767 829 -218
818 627 756
741 192 -752
828 228 570
54 615 -74
882 344 402
33 476 -215
483 511 -389
249 888 872
27 879 -181
337 25 978
37 197 112
412 267 158
586 508 340
11 364 736
470 836 499
560 457 -484
302 55 439
319 365 -467
145 567 -986
856 152 -980
597 916 -32
70 518 443
473 514 -817
358 152 -145
410 638 452
858 513 -909
842 555 371
570 684 -113
819 601 -726
796 548 -251
196 543 404
143 751 184
315 846 476
535 809 380
881 782 -703
178 528 -600
39 751 -239
33 438 587
733 136 520
84 681 336
255 172 -64
683 203 -685
259 188 363
315 596 -628
256 524 975
13 397 587
822 390 314
126 52 639
189 320 138
141 252 80
687 169 729
604 538 -830
30 619 278
314 390 -386
723 824 -992
354 817 -335
786 98 -372
586 225 -870
383 292 -948
890 651 98
15 920 -566
18 528 736
679 150 -253
392 233 975
722 454 -71
512 664 554
107 334 367
801 723 -899
269 299 146
364 238 -311
226 657 973
829 499 -67
535 239 -591
222 922 -814
700 907 709
743 769 -959
138 26 259
416 257 919
824 432 -423
338 278 242
254 538 -889
822 306 96
625 258 -739
806 779 -852
364 499 51
189 73 974
135 628 728
134 16 -882
625 154 53
349 779 -634
86 568 857
27 792 413
236 648 -742
365 478 -928
55 270 268
768 726 -988
744 848 994
801 390 775
32 515 -774
540 144 636
205 684 -793
842 450 304
105 225 128
186 125 -686
508 469 -633
666 737 656
708 307 779
484 176 903
461 733 -621
821 131 980
306 780 -243
658 543 522
219 763 -944
762 551 632
685 694 843
639 69 -279
37 524 794
127 408 -776
424 869 -978
877 695 -96
410 884 669
898 103 505
240 286 -193
335 757 -706
32 918 450
229 560 16
668 165 -531
219 686 532
826 298 898
242 461 37
801 447 509
381 685 -867
303 207 -902
761 335 -380
698 140 -268
629 149 -763
256 644 -762
312 599 239
809 888 250
538 652 904
103 682 652
511 314 -609
130 677 -491
892 13 888
999 891
445 774 -351
423 695 396
263 38 627
198 826 -929
453 731 -266
847 996 -652
816 763 521
188 494 -157
244 705 -157
247 604 -434
678 990 214
774 692 398
983 306 -732
533 543 761
315 900 -572
608 557 -192
803 661 -648
927 463 -245
486 434 718
480 459 962
197 130 323
694 178 548
421 51 841
595 687 -926
206 417 -353
690 440 -114
436 466 620
234 206 -144
724 469 910
408 841 171
125 957 143
271 4 -595
241 399 897
311 657 178
432 988 963
30 631 979
439 610 -702
390 652 -343
328 156 385
621 674 708
386 593 -456
998 572 -251
257 369 973
339 984 243
227 233 583
583 182 382
689 42 -776
723 462 49
309 170 168
719 641 -559
855 688 -558
466 820 -285
282 903 801
825 10 -677
742 34 -79
913 758 -530
485 78 -747
313 517 -926
65 700 648
434 517 -305
220 460 -836
22 187 -630
655 182 589
140 872 -251
68 547 -110
303 849 -696
784 565 -219
412 569 -189
855 78 419
404 450 -854
526 827 -126
242 364 -618
226 450 -57
525 970 965
789 956 517
928 881 220
775 711 642
354 100 -759
147 731 412
378 814 667
274 594 522
270 20 116
408 60 413
584 558 -426
801 173 418
675 210 -937
842 411 813
739 698 -139
230 493 333
959 278 857
987 24 -281
211 300 -670
664 294 618
338 376 590
462 530 -531
468 759 235
30 399 651
962 486 -622
996 332 539
787 112 42
275 925 883
934 797 -912
160 305 -164
771 578 -919
222 728 0
29 753 778
498 211 336
331 700 229
60 918 484
191 343 173
353 905 -533
729 571 489
43 750 154
408 940 336
573 165 289
972 659 -101
916 870 -838
221 36 -72
406 636 -395
570 552 482
178 309 -465
836 896 879
446 291 909
834 225 250
433 588 116
75 204 -51
973 197 366
330 436 959
277 296 -37
798 398 -171
848 546 -555
773 80 528
419 367 -135
788 65 -819
518 632 673
715 581 -939
929 473 621
57 232 -903
99 421 485
964 149 774
403 763 589
894 482 -444
768 769 -138
655 284 -460
675 733 -529
877 899 -800
469 128 -883
937 406 993
806 5 -403
308 321 -699
320 139 314
553 247 -916
553 338 -163
286 639 -601
649 201 347
449 517 -355
1 287 212
732 16 -840
149 810 886
689 134 -819
726 982 -956
940 594 571
877 266 303
861 52 -998
962 622 -24
599 440 -766
189 200 446
65 589 -170
27 357 -906
691 835 780
55 386 -592
264 309 -544
995 763 -825
299 933 -169
115 241 851
468 742 946
283 345 -466
571 280 -976
917 181 357
186 822 36
813 19 913
160 66 -978
309 569 -952
474 485 622
742 822 -208
75 655 81
341 957 456
66 245 338
658 542 -396
601 766 254
568 653 133
289 58 -57
311 310 528
209 95 -382
453 292 -918
296 773 850
174 160 604
206 905 993
158 865 -408
489 877 482
388 322 856
689 580 357
301 11 97
865 562 88
548 189 166
167 537 -801
545 475 5
716 92 998
278 768 -529
965 274 975
566 820 100
837 430 991
213 644 567
688 734 429
508 469 -345
938 774 -967
206 201 -818
769 735 577
908 46 657
374 382 -35
57 389 896
115 171 186
994 897 -930
367 289 -383
130 574 150
95 507 925
253 618 744
73 960 -24
211 245 -517
507 63 657
429 507 280
29 826 -346
739 262 -860
735 954 25
620 985 682
788 292 131
632 576 830
760 469 652
83 154 622
782 960 739
906 231 206
896 690 538
146 22 413
660 679 395
807 812 -336
258 862 -976
165 795 -361
653 120 117
837 437 -213
396 338 -71
243 697 -4
198 352 635
691 76 5
974 460 -969
843 463 477
458 669 7
36 126 -307
494 116 640
615 491 615
246 173 742
105 777 334
792 714 -180
615 399 -819
792 912 -772
144 692 641
572 793 716
393 976 233
708 457 963
435 636 -698
51 890 -12
93 415 633
635 756 984
145 908 20
662 774 156
975 969 164
566 36 -949
870 248 241
292 587 -199
984 571 -423
819 71 383
920 717 -419
148 106 -768
81 728 -432
349 897 -601
242 402 685
333 776 -469
658 769 537
711 104 -470
989 794 840
489 882 -550
508 685 -984
989 138 623
213 808 650
494 410 894
122 119 -185
85 169 -669
582 107 -715
88 24 644
916 22 -272
392 332 688
328 592 -93
375 78 475
123 867 185
794 708 998
399 172 -572
907 44 398
84 947 94
312 540 -339
695 271 872
273 110 259
988 99 -974
135 944 685
6 729 -31
400 323 -562
79 175 723
814 131 -816
841 660 -662
218 866 306
483 374 336
645 111 19
293 929 -306
466 802 -407
965 678 117
373 895 -789
3 901 970
280 791 -624
377 90 -707
989 185 530
681 788 952
993 908 -109
136 506 -717
525 3 -429
579 173 325
857 77 760
794 526 528
698 429 -593
898 443 360
816 258 -45
388 486 -322
583 950 -642
974 147 658
13 718 9
153 347 159
534 835 640
38 916 -961
683 81 120
16 935 -594
598 501 -478
958 34 -315
791 913 762
48 327 -200
240 284 -697
865 887 -644
259 577 26
458 890 981
235 444 -229
698 251 305
350 842 -980
731 794 -896
446 487 -669
400 681 -20
171 100 367
750 17 597
852 389 819
211 617 61
78 609 133
765 560 512
951 195 -266
567 462 -520
719 910 -325
626 882 -125
582 51 -706
836 190 -334
437 713 -389
886 874 652
623 236 162
323 877 -198
526 623 611
99 373 293
79 586 762
833 996 361
148 758 -828
575 452 490
670 386 958
64 941 -357
355 196 528
573 327 -996
356 369 -234
950 577 -694
556 981 -249
541 351 627
417 671 -320
63 481 -589
781 462 -179
416 691 -86
555 809 -8
578 187 -726
653 163 202
507 802 432
125 791 -602
225 164 -794
573 815 832
332 668 986
17 278 -824
721 648 -901
208 560 -89
325 332 -819
655 5 -211
493 59 745
494 631 885
805 18 143
629 830 -890
254 823 542
237 950 94
799 892 -443
202 691 608
912 365 -524
992 168 -15
643 798 82
449 443 398
694 453 822
211 820 -265
694 119 -998
845 606 -3
370 686 -5
643 33 715
267 590 44
654 909 -706
437 742 -569
605 43 -995
488 951 554
209 710 -691
655 660 -735
855 770 390
260 873 -911
176 537 -494
395 273 238
585 669 901
239 891 691
194 720 -383
133 109 352
616 500 -101
278 315 571
16 243 -691
14 41 277
701 392 446
643 441 78
211 567 -203
53 669 -745
973 452 -865
478 344 416
223 851 548
377 315 593
248 422 -409
98 379 45
631 179 186
805 254 -590
656 7 201
138 946 557
421 731 87
779 678 -697
420 116 400
760 542 -805
344 642 981
576 830 -514
641 506 722
493 424 -952
925 78 -29
700 660 902
9 904 901
271 900 301
131 529 -508
574 553 479
136 373 -842
506 154 -549
860 511 -287
907 933 752
713 711 722
678 967 928
298 516 -652
201 655 965
113 129 -52
861 963 742
572 647 -746
883 198 -354
678 415 418
430 796 -736
129 72 -842
376 175 931
179 697 53
565 167 111
568 598 224
560 937 971
670 228 778
102 28 716
356 149 124
611 443 719
266 507 -431
278 443 795
901 480 -945
1 376 514
585 32 -692
830 88 476
704 75 513
694 292 311
131 778 372
255 428 7
813 551 -109
125 498 -857
209 172 -109
88 809 -321
434 651 853
268 343 485
724 16 -235
56 268 -906
922 487 -44
456 905 -945
37 38 713
758 349 657
281 633 -980
900 487 926
266 483 3
592 178 -985
125 992 -981
828 299 -755
43 799 -263
402 423 -696
626 609 331
181 584 116
370 591 955
774 183 104
950 430 956
884 405 670
475 934 235
822 190 114
482 356 561
419 240 -409
812 650 151
457 56 -429
78 834 282
64 451 -908
228 437 -668
837 816 694
765 788 -590
259 140 -413
706 518 -125
764 358 -101
168 660 -669
591 999 -827
767 943 -282
470 416 751
559 101 66
215 653 -341
640 458 132
111 221 163
42 985 -666
657 500 881
140 579 314
207 591 722
827 399 935
549 534 823
985 866 750
215 147 -872
302 59 676
249 430 102
699 849 324
68 307 866
599 783 80
392 879 627
649 828 -214
92 270 115
440 715 -433
443 562 563
638 209 511
261 393 41
852 283 53
61 639 -339
542 162 913
62 843 -916
419 645 -161
93 626 234
480 45 -55
639 696 904
971 294 229
230 509 17
480 367 -440
844 706 355
401 534 432
317 663 420
308 87 -600
421 727 496
136 191 -539
920 55 148
380 358 -619
641 847 726
305 613 -356
155 433 -371
388 51 651
584 948 -761
131 457 -411
165 576 767
29 38 -609
997 520 -688
729 616 747
172 313 642
626 97 825
317 120 -765
812 264 752
242 435 -476
910 982 620
482 331 -14
6 156 269
673 917 537
437 396 227
360 937 -616
204 451 361
219 47 -965
632 719 268
628 201 -235
309 870 694
385 75 -697
90 823 -413
2 721 344
387 507 -201
44 307 -613
939 526 -390
366 658 341
555 260 -414
158 278 -612
705 159 279
447 857 -999
348 154 188
60 724 87
639 534 -747
325 509 172
349 533 243
689 65 472
441 182 -209
309 229 930
401 482 792
707 23 -667
196 773 -663
925 758 111
953 257 -417
361 753 -766
865 129 307
426 223 -432
2 874 -149
265 539 408
36 850 717
28 803 -22
493 662 819
228 476 622
341 708 770
209 132 539
901 141 -680
127 99 -902
157 531 463
695 929 608
592 203 917
66 638 364
564 896 -711
644 841 269
896 237 -596
113 363 665
870 962 -205
883 363 402
641 613 -225
491 670 -122
221 200 860
571 586 318
519 598 -743
654 926 561
914 21 75
391 126 602
795 290 -201
614 204 47
163 414 -80
890 469 -962
726 432 -190
372 130 882
524 117 -716
181 299 -675
401 814 434
788 942 477
366 757 -716
691 45 -630
822 383 622
217 323 553
22 987 -80
90 633 -183
903 329 349
868 221 844
82 248 -807
117 41 -668
783 141 429
649 966 885
681 160 -182
197 910 551
80 732 -934
4 207 -903
93 356 -321
978 816 -127
122 812 -493
631 428 -623
935 521 -453
471 217 12
654 879 151
602 622 622
315 434 250
9 6 -390
739 845 670
774 301 -246
182 261 584
56 745 -68
336 128 -740
657 707 917
958 298 -793
218 403 19
714 488 -376
504 733 877
939 322 338
918 808 535
917 603 54
110 671 920
811 740 -153
628 133 -750
649 97 -591
526 694 -804
748 29 933
823 723 737
617 591 -655
735 826 -593
216 758 216
310 195 -537
893 661 575
464 890 -795
800 391 741
578 84 -567
492 914 819
892 918 -436
331 98 -362
266 799 985
569 41 -586
953 167 807
327 395 -176
75 917 404
403 747 172
633 857 627
856 281 229
991 426 842
140 496 768
170 852 -509
347 78 -554
636 970 -62
810 78 521
220 45 981
975 884 92
846 858 -659
474 269 551
443 585 603
732 252 134
427 19 -343
198 509 643
642 780 317
643 664 -656
727 133 -166
203 169 53
913 687 -444
44 67 -886
572 561 -878
169 774 -999
800 263 711
610 810 -189
637 816 144
833 399 -431
997 169 257
313 165 -170
870 825 291
702 202 -22
927 37 995
889 736 -229
539 362 92
155 618 663
688 384 -837
477 59 585
844 213 -455
566 12 -531
402 943 -469
871 58 -684
291 964 -763
30 193 -219
162 309 127
337 893 -295
753 67 662
781 796 -734
986 552 710
295 613 -506
694 841 -535
711 164 501
687 87 -140
575 422 -846
138 504 163
210 131 968
761 205 -555
903 426 -336
415 631 234
448 957 662
839 371 499
464 916 625
119 427 -269
552 961 -579
167 506 477
258 894 61
601 615 -381
221 393 377
175 588 354
167 106 -656
480 118 -123
552 901 218
135 958 -394
536 788 -274
417 959 -719
374 690 -217
209 265 765
397 699 224
780 898 103
750 580 556
480 877 -330
774 612 -144
714 434 244
981 533 -993
914 540 669
545 798 405
913 658 144
207 88 915
866 960 -647
116 281 683
6 764 -171
561 945 556
398 623 -366
975 77 -145
700 923 155
271 602 698
959 426 -289
989 314 -229
718 518 -969
475 471 739
375 288 -71
236 308 260
714 210 -718
653 905 707
476 211 -678
491 234 649
278 914 210
754 808 -236
235 234 426
353 608 709
83 887 840
598 370 -804
174 192 -285
912 71 -946
31 179 -254
804 905 66
207 646 6
377 987 571
462 244 568
246 736 402
943 512 394
277 393 -216
433 65 728
90 966 828
932 570 651
117 850 -64
8 139 -609
734 222 76
145 789 563
333 991 590
537 428 428
269 444 -670
467 573 940
127 767 103
275 148 817
985 768 553
669 33 -812
981 443 235
878 572 558
386 187 257
256 908 832
904 476 742
520 554 -312
899 974
132 715 332
871 716 399
74 183 439
647 150 217
387 512 -897
210 500 989
632 414 406
177 285 -70
162 303 533
602 487 -852
448 876 434
756 755 699
604 205 955
747 665 712
57 628 -522
441 287 341
455 177 -50
204 71 -688
174 142 664
477 105 643
278 785 -882
492 254 42
41 759 -95
496 458 -530
161 720 132
87 310 751
348 582 -653
447 187 -618
426 434 -18
552 454 -111
772 140 -254
200 328 568
411 532 -268
397 518 555
508 484 307
471 370 -171
99 646 -268
250 583 -294
303 344 370
705 148 513
854 865 590
705 642 819
837 492 -760
64 672 398
58 733 -19
455 72 922
876 256 -387
424 844 928
866 429 361
450 398 865
690 772 342
257 339 340
655 451 -767
118 849 117
667 419 347
501 849 194
882 385 795
415 62 -647
665 845 807
727 447 -592
784 228 71
145 386 382
844 443 -613
307 20 896
38 847 -883
108 400 652
593 214 -494
650 17 -525
607 285 925
581 554 -705
675 325 -195
424 659 682
90 257 -112
385 893 -452
119 842 707
86 760 -87
229 892 -699
683 785 -653
268 800 -314
635 139 867
407 617 93
516 275 243
84 431 998
417 645 92
802 4 996
22 152 -502
688 30 343
599 426 -780
444 179 -483
92 326 652
795 454 -93
722 744 148
326 12 909
113 793 -862
575 160 192
684 170 -169
701 109 344
475 328 460
43 647 574
510 65 648
593 633 -49
652 97 -239
589 663 -722
771 797 124
108 698 -906
164 306 -72
887 354 783
310 690 88
57 130 -602
287 548 -640
665 894 -674
431 154 569
373 852 -84
329 31 401
759 315 516
216 268 -876
224 267 -967
550 167 -909
261 330 -875
466 531 -261
25 230 10
877 665 -512
68 317 635
508 696 181
428 391 -94
312 104 968
511 835 -120
97 704 616
121 323 472
695 54 740
293 302 940
477 595 439
522 155 -618
454 443 -599
807 220 -440
128 506 -518
81 7 -339
793 843 591
200 295 978
427 661 104
80 48 421
724 886 -385
618 744 238
124 815 -38
699 345 329
513 737 -573
292 92 726
330 20 436
387 143 -175
176 695 -497
550 703 -786
113 448 772
698 736 474
784 813 -807
582 711 621
253 459 -935
169 320 -626
192 752 -291
534 701 983
859 387 70
236 133 972
454 411 -486
503 37 -649
746 707 -867
124 813 -518
790 793 963
543 736 475
223 480 -926
85 862 757
218 308 -79
563 546 -11
502 184 95
505 331 -474
176 533 -97
627 67 -89
630 57 -305
5 645 26
83 475 -985
263 145 542
861 64 -414
136 887 343
474 858 115
53 782 446
433 596 -389
207 212 -816
108 701 809
185 109 963
354 688 -543
640 16 -707
546 248 909
177 730 -177
632 376 -840
220 645 476
294 159 532
234 175 749
581 835 -592
828 379 -89
838 752 -554
644 748 769
191 885 195
541 135 533
339 625 -890
292 572 -622
241 814 -78
344 643 158
713 894 -720
380 160 -812
688 310 -1
826 317 -169
100 129 470
633 483 -974
404 320 -734
810 788 614
83 320 350
13 34 -720
508 186 -348
772 465 110
856 245 -752
770 17 -123
559 442 716
352 201 786
537 626 -425
860 77 -278
132 559 -538
309 581 498
817 751 306
558 251 12
501 700 71
861 742 -232
660 173 -593
818 696 752
801 678 -448
633 543 -438
653 585 879
124 542 -160
284 275 520
255 84 -988
14 745 152
228 886 -610
854 426 -468
180 88 209
40 375 400
861 163 83
330 299 -930
585 592 -234
295 733 -438
101 300 505
10 824 247
860 458 116
216 280 -760
467 9 995
715 84 -514
245 416 81
253 864 288
460 35 845
349 548 -494
550 113 -553
289 732 -350
527 402 239
447 764 150
229 202 191
620 25 -37
695 486 -274
307 715 -366
778 404 -472
832 83 -6
536 888 793
123 535 -607
229 479 -588
108 603 -69
616 659 -992
94 107 609
544 233 71
329 289 -60
693 823 478
528 527 -407
642 862 -510
110 109 910
454 311 -958
843 724 905
523 90 817
845 358 -160
456 787 -959
292 345 632
295 238 399
344 537 -95
820 422 998
592 591 -550
143 668 112
218 807 552
116 240 -873
372 129 694
608 764 -668
281 641 -88
542 445 875
576 563 905
778 497 -665
559 227 -93
5 159 -166
130 481 26
447 110 -514
489 259 -75
621 427 834
342 661 502
164 617 -57
737 552 372
131 35 444
79 59 710
362 630 429
470 809 -240
484 224 278
415 322 -996
149 859 -890
671 855 -413
858 741 -935
61 327 -848
70 609 694
136 248 -604
32 820 897
306 852 824
732 120 -180
245 620 359
834 575 331
654 141 892
479 780 -79
888 732 -180
855 330 803
868 699 690
40 262 876
321 80 -400
58 114 938
4 490 -93
377 273 999
145 209 261
224 236 906
2 691 -131
352 393 -808
408 737 -30
319 689 858
877 665 -619
168 27 916
611 432 -299
283 740 608
470 58 -135
44 616 -293
352 468 -800
619 503 621
370 125 -116
126 199 648
305 461 -276
105 859 -250
310 870 -173
793 575 294
664 404 145
787 360 17
899 249 -768
749 179 -971
814 64 16
759 128 644
548 899 -823
208 294 -853
455 503 337
4 455 777
268 135 -529
750 494 43
355 499 278
647 823 343
206 256 -444
739 28 294
483 570 -119
663 253 73
43 583 -835
96 428 808
444 825 -19
402 224 870
458 811 623
476 399 -562
252 516 -124
143 713 707
246 486 262
251 390 839
367 481 -289
542 649 440
130 17 902
745 128 823
455 734 511
518 203 -28
344 197 358
368 92 -934
737 406 -62
635 302 -781
408 317 -467
711 223 -251
774 215 226
743 556 875
728 45 89
691 437 723
281 830 75
809 172 475
364 528 -201
554 563 119
530 893 -24
296 618 664
334 378 -904
747 735 -765
165 601 -103
44 308 -870
81 882 849
64 549 604
475 9 72
292 533 -1
843 837 -562
47 876 -252
419 471 518
761 193 -983
642 611 366
321 22 -487
205 467 375
287 563 822
12 264 -199
65 671 -174
451 498 740
74 127 913
715 218 515
248 497 942
830 815 -387
232 737 -392
302 110 -419
744 148 -946
480 350 -832
21 142 717
501 125 -159
840 113 -940
637 117 306
130 805 -51
370 862 993
204 309 828
450 568 -938
613 346 -362
174 657 237
605 169 -898
104 447 476
742 485 -511
66 660 -585
489 178 -987
689 669 -529
291 345 230
360 882 338
825 419 793
71 185 602
842 408 -694
177 614 738
325 765 828
358 523 -100
772 112 523
422 225 -735
868 229 998
696 385 -115
432 614 -743
837 554 -87
785 633 989
617 813 -690
296 280 1
573 87 175
93 46 902
103 533 -2
710 319 -854
507 851 978
39 540 246
717 733 698
811 610 -621
198 390 923
541 379 -404
198 751 845
635 480 425
523 734 702
426 606 296
799 348 700
772 87 -869
716 624 -340
243 184 -314
32 625 692
446 119 379
477 784 -849
865 681 505
526 170 -16
751 512 184
320 423 -707
436 784 -327
602 517 -326
453 169 342
768 467 -413
97 357 -102
595 127 163
44 445 565
108 390 565
7 616 -533
814 110 765
100 228 -597
346 611 -289
560 287 20
869 779 -893
576 12 -681
247 759 -581
33 846 -131
403 810 685
858 291 -888
629 387 384
382 817 -168
256 249 847
747 473 -279
799 871 380
629 406 -53
717 79 -817
701 458 843
11 840 -98
543 231 589
127 644 -911
22 290 -97
514 323 -861
789 161 899
363 520 205
815 649 415
861 777 -786
183 489 498
52 858 388
138 782 -921
334 844 -264
880 359 612
583 364 -872
507 242 75
442 109 272
501 397 82
783 538 823
140 582 14
348 624 661
517 891 654
571 552 625
606 13 -596
701 557 -629
438 436 -371
733 728 -591
775 589 643
675 894 -401
869 176 215
183 660 720
828 799 618
668 774 863
466 834 -682
714 178 -409
28 473 -684
307 62 -158
129 232 -472
648 504 -858
892 622 546
718 216 612
233 314 170
396 187 -961
670 884 885
285 675 597
379 328 468
342 782 -327
302 448 -784
450 302 800
641 516 683
192 779 -592
453 615 -575
875 27 622
380 846 611
377 811 -841
561 661 97
891 486 655
820 482 -108
773 497 269
561 50 439
459 550 -408
383 857 934
212 836 -933
173 208 988
460 125 901
259 32 222
334 809 79
807 512 -96
333 751 215
781 671 994
54 775 -431
92 438 -37
23 892 974
65 489 77
871 591 594
107 460 267
172 519 594
502 180 -871
577 627 725
86 521 -779
195 148 -310
23 9 710
677 131 -839
804 430 -421
65 210 -704
19 267 -113
551 408 847
811 291 -133
74 641 456
69 684 -49
204 89 -843
716 797 827
841 105 -163
229 357 -22
111 699 74
210 364 -717
844 167 -496
896 215 479
439 43 -441
502 79 -909
433 899 -823
670 395 873
763 385 -488
518 18 -911
170 455 565
355 390 -188
343 75 108
20 707 -664
48 234 429
185 725 780
716 240 982
117 763 662
541 441 -266
649 8 -96
715 304 25
494 708 -51
248 462 -974
480 346 714
450 455 167
7 715 60
729 700 -514
627 45 -452
509 770 -382
400 456 -250
82 246 -287
388 144 -269
749 334 -691
283 455 -328
1 605 96
20 250 -275
541 806 -46
190 493 -235
455 92 -682
287 354 -691
421 595 -975
18 284 310
755 461 713
47 595 -752
90 762 -88
603 288 386
325 96 -967
471 187 837
116 630 635
60 16 843
581 386 -592
834 124 99
585 683 45
26 192 -109
679 264 217
556 37 99
782 881 -164
536 39 -918
83 139 207
791 211 -547
212 60 291
758 179 5
570 812 784
496 563 660
419 435 -73
87 799 -712
485 778 -904
613 545 -553
884 839 -107
564 252 402
136 323 -114
632 44 -255
712 211 -518
848 86 418
62 852 120
713 675 -449
625 761 -819
373 53 370
462 660 -92
213 669 -239
732 491 848
483 502 -589
215 25 673
813 306 -229
419 489 -85
427 719 447
124 613 686
328 609 -886
439 508 -722
285 199 882
65 273 762
2 782 805
19 714 -677
725 612 218
860 688 324
687 899 723
7 889 -712
229 236 741
872 743 753
141 214 849
846 758 -654
437 709 686
789 419 -539
291 353 -997
583 144 494
390 813 559
336 206 665
487 306 -876
768 327 95
876 575 -996
347 184 783
865 429 -504
131 319 -490
284 4 -658
765 552 -24
134 495 -962
467 259 263
407 558 941
700 271 959
868 887 64
422 471 -373
239 123 -541
120 354 109
727 575 267
177 97 200
355 352 504
124 803 785
215 78 -971
558 812 163
513 563 299
605 866 -972
8 282 -497
832 383 -346
783 444 -372
51 72 611
715 603 -74
837 738 -659
126 397 -786
46 581 353
448 384 -413
705 124 -358
402 27 743
737 708 -688
112 342 -891
104 856 -751
809 398 -220
41 402 740
620 886 -197
84 743 66
86 726 117
559 781 -661
851 170 -541
737 701 255
85 395 -858
616 793 366
564 62 -508
104 682 -528
835 396 -994
399 129 -451
175 493 -853
683 484 639
380 680 857
406 758 932
464 579 396
393 14 753
370 515 696
39 388 -374
446 683 305
498 841 -520
327 239 -211
647 386 308
751 659 -728
845 834 -421
